id,sentence,coarse,fine,pol,asp
2010,"The results are then analyzed and insights are derived explaining where neural models seemingly cope well with math tasks, and where they fall down.",Structuring,Structuring.Summary,,
2011,Strengths: I am happy to see the proposal of a very large dataset with a lot of different axes for measuring and examining the performance of models.,Evaluative,Evaluative,P-Positive,Motivation/Impact
2012,"There are challenging desiderata involved in building the training+tests sets, and the authors have an interesting and involved methodology to accomplish these.",Evaluative,Evaluative,P-Positive,Motivation/Impact
2013,"The paper is very clearly written. I'm not aware of a comparable work, so the novelty here seems good.",Evaluative,Evaluative,P-Positive,Originality
2014,"Weaknesses: The dataset created here is entirely synthetic, and the paper only includes one single small real-world case; it seems like it would be easy to generate a larger and more varied real world dataset as well (possibly from the large literature of extant solved problems in workbooks).",Evaluative,Evaluative,N-Negative,Substance
2015,It would have been useful to compare the general models here with some specific math problem-focused ones as well.,Request,Request.Experiment,N-Negative,Meaningful Comparison
2016,Some details weren't clear to me.,Evaluative,Evaluative,N-Negative,Clarity
2017,More in the comments below.,Structuring,Structuring.Heading,,
2018,"Verdict: I thought this was generally an interesting paper that has some very nice benefits, but also has some weaknesses that could be resolved. I view it as borderline, but I'm willing to change my mind based on the discussion.",Structuring,Structuring.Summary,,
2020,- One area that could stand to be improved is prior work.,Request,Request.Experiment,U-Neutral,Meaningful Comparison
2021,I'd like to see more of a discussion of *prior data sets* rather than papers proposing models for problems.,Request,Request.Experiment,U-Neutral,Meaningful Comparison
2022,"Since this is the core contribution, this should also be the main comparison.",Fact,Fact,,
2023,"For example, EMLNP 2017 paper ""Deep Neural Solver for Math Word Problems"" mentions a size 60K problem dataset.",Fact,Fact,,
2024,A more extensive discussion will help convince the readers that the proposed dataset is indeed the largest and most diverse.,Fact,Fact,,
2025,"- The authors note that previous datasets are often specific to one type of problem (i.e., single variable equation solving). Why not then combine multiple types of extant problem sets?",Request,Request.Explanation,U-Neutral,Substance
2026,- The authors divide dataset construction into crowdsourcing and synthetic.,Structuring,Structuring.Quote,,
2027,"This seems incomplete to me: there are tens of thousands (probably more) of exercises and problems available in workbooks for elementary, middle, and high school students.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2028,"These are solved, and only require very limited validation.",Fact,Fact,,
2029,They are also categorized by difficulty and area.,Fact,Fact,,
2030,"Presumably the cost here would be to physically scan some of these workbooks, but this seems like a very limited investment. Why not build datasets based on workbooks, problem solving books, etc?",Request,Request.Explanation,U-Neutral,Substance
2031,- How do are the difficulty levels synthetically determined?,Request,Request.Explanation,U-Neutral,Soundness/Correctness
2032,"- When generating the questions, the authors ""first sample the answer"". What's the distribution you use on the answer? This seems like it dramatically affects the resulting questions, so I'm curious how it's selected.",Request,Request.Explanation,U-Neutral,Soundness/Correctness
2033,- The general methodology of generating questions and ensuring that no question is too rare or too frequent and the test set is sufficiently different---these are important questions and I commend the authors for providing a strong methodology.,Request,Request.Edit,U-Neutral,Soundness/Correctness
2034,- I didn't understand the motivation for testing only very general-purpose models (this is described in Section 3).,Evaluative,Evaluative,N-Negative,Substance
2035,"This is certainly a scientific decision, i.e., the authors are determining which models to use in order to determine the possible insights they will derive.",Fact,Fact,,
2036,But it's not clear to me why testing more sophisticated models that are tailored for math questions would *not* be useful.,Request,Request.Clarification,U-Neutral,Soundness/Correctness
2037,"In fact, assuming that such methods outperform general-purpose models, we could investigate why and where this is the case (in fact the proposed dataset is very useful for this).",Fact,Fact,,
2038,"On the other hand, if these specialized approaches largely fail to outperform general-purpose models, we would have the opposite insights---that these models' benefits are dataset-specific and thus limited.",Fact,Fact,,
2039,- Really would be good to do real-world tests in a more extensive way.,Request,Request.Experiment,U-Neutral,Substance
2040,"A 40-question exam for 16 year olds is probably far too challenging for the current state of general recurrent models. Can you add some additional grades here, and more questions?",Request,Request.Edit,U-Neutral,Substance
2041,"- For the number of thinkings steps, how does it scale up as you increase it from 0 to 16? Is there a clear relationships here?",Request,Request.Explanation,U-Neutral,Clarity
2042,"- The 1+1+...+1 example is pretty intriguing, and could be a nice ""default"" question!",Fact,Fact,,
2043,"- Minor typo: in the abstract: ""test spits"" should be ""test splits""",Request,Request.Typo,U-Neutral,Clarity
2073,"edit: the authors added several experiments (better evaluation of the predicted lambda, comparison with CodeSLAM), which address my concerns.",Evaluative,Evaluative,P-Positive,Substance
2074,I think the paper is much more convincing now. I am happy to increase my rating to clear accept.,Evaluative,Evaluative,P-Positive,Soundness/Correctness
2075,"I also agree with the introduction of the Chi vector, and with the use of the term of ""photometric BA"", since it was used before, even if it is unfortunate in my opinion.",Evaluative,Evaluative,P-Positive,Soundness/Correctness
2076,"I thank the authors to replace reprojection by alignment, which is much clearer.",Social,Social,,
2077,---------------,Other,Other,,
2078,This paper presents a method for dense Structure-from-Motion using Deep Learning:,Structuring,Structuring.Summary,,
2079,The input is a set of images; the output is the camera poses and the depth maps for all the images.,Structuring,Structuring.Summary,,
2080,The approach is inspired by Levenberg-Marquardt optimization (LM): A pipeline extracting image features computes the Jacobian of an error function.,Structuring,Structuring.Summary,,
2081,This Jacobian is used to update an estimate of the camera poses.,Structuring,Structuring.Summary,,
2082,"As in LM optimization, this update is done based on a factor lambda, weighting a gradient descent step and a Gauss-Newton step.",Structuring,Structuring.Summary,,
2083,"In LM optimization, this lambda evolves with the improvement of the estimate.",Structuring,Structuring.Summary,,
2084,Here lambda is also predicted using a network based on the feature difference.,Structuring,Structuring.Summary,,
2085,"If I understand correctly, what is learned is how to compute image features that provide good updates, how to predict the depth maps from the features, and how to predict lambda.",Structuring,Structuring.Summary,,
2086,The method is compared against DeMoN and other baselines with good results.,Evaluative,Evaluative,P-Positive,Substance
2087,"I like the fact that the method is based on LM optimization, which is the standard method in 'geometric bundle adjustment', while related works consider Gauss-Newton-like optimization steps.",Evaluative,Evaluative,P-Positive,Meaningful Comparison
2088,The key was to include a network to predict lambda as well.,Fact,Fact,,
2089,"However, I have several concerns:",Structuring,Structuring.Heading,,
2090,* the ablation study designed to compare with a Gauss-Newton-like approach does not seem correct.,Evaluative,Evaluative,N-Negative,Soundness/Correctness
2091,The image features learned with the proposed method are re-used in an approach using a fixed lambda.,Structuring,Structuring.Quote,,
2092,"If I understand correctly, there are 2 things wrong with that:",Structuring,Structuring.Heading,,
2093,"- for GN optimization, lambda should be set to 0 - not a constant value.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2094,Several constant values should also have been tried.,Evaluative,Evaluative,N-Negative,Substance
2095,"- the image features should be re-trained for the GN framework:  Since the features are learned for the LM iteration, they are adapted to the use of the predicted lambda, but they are not necessarily suitable to GN optimization.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2096,"Thus, the advantage of using a LM optimization scheme is not very convincing.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2097,"Since the LM-like approach is the main contribution, and the reported experiments do not show an advantage over GN-like approaches (already taken by previous work), this is my main reason for proposing rejection.",Evaluative,Evaluative,N-Negative,Substance
2098,"* CodeSLAM (best paper at CVPR'18) is referenced but there is no comparison with it, while a comparison on the EuRoC dataset should be possible.",Evaluative,Evaluative,N-Negative,Substance
2099,Less critical concerns that still should be taken into account if the paper is accepted:,Structuring,Structuring.Heading,,
2100,"- the state vector Chi is not defined for the proposed method, only for the standard bundle adjustment approach. If I understand correctly is made of the camera poses.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2101,- the name 'Bundle Adjustment' is actually not adapted to the proposed method.,Evaluative,Evaluative,N-Negative,Soundness/Correctness
2102,"'Bundle Adjustment' in 'geometric computer vision' comes from the optimization of several rays to intersect at the same 3D point, which is done by minimizing the reprojection errors.",Fact,Fact,,
2103,Here the objective function is based on image feature differences.,Fact,Fact,,
2104,I thus find the name misleading.,Evaluative,Evaluative,N-Negative,Soundness/Correctness
2105,The end of Section 3 also encourages the reader to think that the proposed method is based on the reprojection error.,Structuring,Structuring.Quote,,
2106,The proposed method is more about dense alignment for multiple images.,Structuring,Structuring.Summary,,
2107,More minor points:,Structuring,Structuring.Heading,,
2108,1st paragraph:,Structuring,Structuring.Heading,,
2109,Marquet -> Marquardt,Request,Request.Typo,N-Negative,Soundness/Correctness
2110,title of Section 3: revisitED,Request,Request.Typo,N-Negative,Soundness/Correctness
2111,1st paragraph of Section 3: audience -> reader,Request,Request.Edit,N-Negative,Soundness/Correctness
2112,caption of Fig 1: extractS,Request,Request.Typo,N-Negative,Soundness/Correctness
2113,Eq (2) cannot have Delta Chi on the two sides.,Request,Request.Edit,N-Negative,Soundness/Correctness
2114,"Typically, the left side should be \hat{\Delta \Chi}",Fact,Fact,,
2115,before Eq (3): the 'photometric ..' -> a 'photometric ..',Request,Request.Typo,N-Negative,Soundness/Correctness
2116,1st paragraph of Section 4.3: difficulties -> reason,Request,Request.Edit,N-Negative,Soundness/Correctness
2117,typo in absolute in caption of Fig 4,Request,Request.Typo,N-Negative,Soundness/Correctness
2118,Eq (6): Is B the same for all scenes?,Request,Request.Clarification,U-Neutral,Clarity
2119,It would be interesting to visualize it.,Request,Request.Experiment,U-Neutral,Substance
2120,Section 4.5: applies -,Request,Request.Typo,N-Negative,Soundness/Correctness
2121,> apply,,,,
2122,The paper presents a an interesting novel approach to train neural networks with so called peer regularization which aims to provide robustness to adversarial attacks.,Structuring,Structuring.Summary,,
2123,The idea is to add a graph neural network to a spatial CNN.,Structuring,Structuring.Summary,,
2124,A graph is defined over similar training samples which are found using a Monte Carlo approximation.,Structuring,Structuring.Summary,,
2125,The regularization using graphs reminds me of recent work at ICML on semi-supervised learning (Kamnitsas et al. (2018) Semi-supervised learning via compact latent space clustering) which is using a graph to approximate cluster density which acts as a regularizer for training on labelled data.,Other,Other,,
2126,The main problem I see with these approaches is that they rely on sufficiently large batch sizes which could be (currently) problematic for many real-world applications.,Evaluative,Evaluative,N-Negative,Replicability
2127,"Memory and computation limitations are mentioned, but not sufficently discussed.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2128,It would be good to add further details on practical limitations.,Request,Request.Edit,U-Neutral,Soundness/Correctness
2129,"Experiments are limited to benchmark data using MNIST, CIFAR-10, CIFAR-100.",Structuring,Structuring.Quote,,
2130,Comprehensive evaluation has been carried out with insightful experiments and good comparison to state-of-the-art.,Evaluative,Evaluative,P-Positive,Substance
2131,Both white- and black-box adversarial attacks are explored with promising results for the proposed approach.,Evaluative,Evaluative,P-Positive,Substance
2132,"However, it is difficult to draw conclusions for real-world problems of larger scale.",Evaluative,Evaluative,N-Negative,Other
2133,"The authors state that proposed framework can be added to any baseline model, but miss to clearly mention the limitations.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2134,"It is stated that future work will aim at scaling PeerNets to benchmarks like ImageNet, but it is unclear how this could be done.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2135,Is there any hope this could be applied to problems like 3D imaging data or videos?,Request,Request.Explanation,U-Neutral,Soundness/Correctness
2157,"In this paper, the authors consider CNN models from the lens of kernel methods.",Structuring,Structuring.Summary,,
2158,"They build upon past work that showed that such models can be seen to lie in appropriate RKHS, and derive upper and lower bounds for the kernel norm.",Structuring,Structuring.Summary,,
2159,"These bounds can be used as regularizers that help train more robust neural networks, especially in the context of euclidean perturbations of the inputs, and training GANs.",Structuring,Structuring.Summary,,
2160,They show that the bounds can also be used to recover existing special cases such as spectral norm penalizations and gradient regularization.,Structuring,Structuring.Summary,,
2161,"They derive generalization bounds from the point of view of adversarial learning, and report experiments to buttress their claims.",Structuring,Structuring.Summary,,
2162,"Overall, the paper is a little confusing.",Evaluative,Evaluative,N-Negative,Clarity
2163,"A lot of the times, the result seem to be a derivative of the work by Bietti and Mairal, and looks like the main results in this paper are intertwined with stuff B+M already showed in their paper.",Evaluative,Evaluative,N-Negative,Originality
2164,"It's hard to ascertain what exactly the contributions are, and how they might not be a straightforward consequence of prior work (for example, combining results from Bietti and Mairal; and generalization bounds for linear models).",Evaluative,Evaluative,N-Negative,Originality
2165,"It might be nice to carefully delineate the authors' work from the former, and present their contributions.",Request,Request.Explanation,N-Negative,Originality
2166,"Page 4: Other Connections with Lower bounds: The first line "" ""we may also consider ... "". This line is vague. How will you ensure the amount of deformation is such that the set \bar{U} is contained in U ?",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2167,"Page 4 last paragraph: ""One advantage ... complex architectures in practice"" : True, but the tightness of the bounds *do* depend on ""f"" (specifically the RKHS norm).",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2168,"It needs to be ascertained when equality holds in the bounds you propose, so that we know how tight they are. What if the bounds are too loose to be practical?",Request,Request.Explanation,N-Negative,Soundness/Correctness
2169,eqn (8): use something else to denote the function 'U'.,Request,Request.Edit,N-Negative,Clarity
2170,You used 'U' before to denote the set.,Request,Request.Edit,N-Negative,Clarity
2171,eqn (12): does \tilde{O} hide polylog factors? please clarify.,Request,Request.Explanation,N-Negative,Replicability
2186,"This paper addresses a novel variant of AutoML, to automatically learn and generate optimization schedules for iterative alternate optimization problems.",Structuring,Structuring.Summary,,
2187,"The problem is formulated as a RL problem, and comprehensive experiments on four various applications have demonstrated that the optimization schedule produced can guide the task model to achieve better quality of convergence, more sample-efficient, and the trained controller is transferable between datasets and models.",Structuring,Structuring.Summary,,
2188,"Overall, the writing is quite clear, the problem is interesting and important, and the results are promising.",Evaluative,Evaluative,P-Positive,Soundness/Correctness
2189,Some suggestions:,Structuring,Structuring.Heading,,
2190,"1. What are the key limitations of AutoLoss ? Did we observe some undesirable behavior of the learned optimization schedule, especially when transfer between different datasets or different models ?",Request,Request.Explanation,U-Neutral,Substance
2191,More discussions on these questions can be very helpful to further understand the proposed method.,Request,Request.Explanation,U-Neutral,Substance
2192,"2. As the problem is formulated as an RL problem, which is well-known for its difficulty in training, did we encounter similar issues? More details in the implementation can be very helpful for reproducibility.",Request,Request.Clarification,U-Neutral,Replicability
2193,3. Any plan for open source ?,Request,Request.Clarification,U-Neutral,Replicability
2194,This paper describes the method for performing self-training where the unlabeled datapoints are iteratively added to the training set only if their predictions by the classifier are confident enough.,Structuring,Structuring.Summary,,
2195,The contributions of this paper are to add datapoints based on the prediction of the confidence level by a separate selection network and a number of heuristics applied for better selection.,Fact,Fact,,
2196,"On the experimental side, the contribution is to test the scenario where datapoints from irrelevant classes are included in the unlabeled dataset.",Fact,Fact,,
2197,"The paper is written in a way that makes following it a bit difficult, for example, the experimental setups.",Evaluative,Evaluative,N-Negative,Clarity
2198,"Also, the writing can be improved by making the writing more concise and formal (examples of informal: ""spoil the network"", ""model is spoiled"", ""problem of increased classes"", ""many recent researches have been conducted"", ""lots of things to consider for training"", ""supervised learning was trained"" etc.).",Request,Request.Edit,N-Negative,Clarity
2199,The contributions of the method could also be underlined more clearly in the abstract and introduction.,Request,Request.Edit,N-Negative,Clarity
2200,The description of consistency regularisation methods in section 2.2 is not very clear and I would like to get better understanding of temporal ensembling and SNTG methods here as they play an important role in the experiments.,Evaluative,Evaluative,N-Negative,Clarity
2201,The idea of selective sampling for self-training is promising and the investigated questions are interesting.,Evaluative,Evaluative,P-Positive,Originality
2202,"As far as I understand, the main contribution of this paper is the use of separate ""selection network"" to estimate the confidence of predictions by ""classification network"".",Evaluative,Evaluative,U-Neutral,Originality
2203,"However, as the ""selection network"" uses exactly the same input as ""classification network"", it is hard to imagine how it can learn additional information.",Evaluative,Evaluative,N-Negative,Originality
2204,"For example, imagine the case of binary classification.",Other,Other,,
2205,"If the selection network predicts 0 in come cases, it can be used to improve the result of ""classification network"" by flipping the corresponding label.",Fact,Fact,,
2206,How can you interpret such a thought experiment?,Request,Request.Explanation,U-Neutral,Substance
2207,"One could understand the use of ""selection network"" as a way to automatically select a threshold of what to consider confident, however, in this case, the prediction of ""selection network"" should be thresholded at 0.5 (correct prediction or not), but the experiments use complex thresholds.",Evaluative,Evaluative,N-Negative,Substance
2208,"Could you elaborate more on why the selection network is needed? How would it compare to a simple strategy of only including the datapoints whose top-1 prediction of ""classification network"" is greater than some threshold?",Request,Request.Explanation,U-Neutral,Substance
2209,"Finally, could you show a plot of top-1 prediction of ""classification network"" vs score of ""selection network"" and elaborate on that?",Request,Request.Experiment,U-Neutral,Substance
2210,"Then, in sections 3.2 and 3.3 the authors introduce a few additional tricks for self-training: exclude datapoints whose predictions are changing and balance the classes.",Fact,Fact,,
2211,"Intuitively, these criteria are well motivated, but unfortunately, the combination of all the intuitions (including ""selection network"" with threshold) is not very principled.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2212,"Ablation study shows that the use of the ""selection network"" strategy does not improve the results without these heuristics.",Evaluative,Evaluative,N-Negative,Substance
2213,"It would be interesting to see how these heuristics would do without ""selection network"", for example, either by doing simple self-training with thresholding on the score of the classifier or by applying only these heuristics in combination with TempEns+SNTG.",Request,Request.Experiment,U-Neutral,Substance
2214,"In the current form of evaluation, it is hard to say if there is any benefit of using the ""selection network"" that is the main novelty of the paper.",Evaluative,Evaluative,N-Negative,Originality
2215,It is very valuable that the experimental results include many recently proposed methods.,Evaluative,Evaluative,P-Positive,Meaningful Comparison
2216,"Besides, the settings are described in details that could help for the reproducibility of the results.",Evaluative,Evaluative,P-Positive,Replicability
2217,"However, I have a few concerns about the results.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2218,"First of all, the proposed SST algorithm alone only performs better than baselines in 1 case, equal to them in 1 case and worse in 1 (table 3).",Evaluative,Evaluative,N-Negative,Originality
2219,"Besides, as the base classifier is different for various baselines, it is hard to compare the methods.",Evaluative,Evaluative,N-Negative,Meaningful Comparison
2220,"Then, the important hyperparameter of the method---threshold---seems to be hard to select (both in sections 4.1 and 4.2).",Evaluative,Evaluative,N-Negative,Clarity
2221,How did you chose the current values? How sensitive is it? Why various datasets need different settings? How the threshold value can be set in practice?,Request,Request.Explanation,U-Neutral,Substance
2222,Another important parameters is the number of iterations of the algorithm.,Request,Request.Clarification,U-Neutral,Substance
2223,How was it chosen?,Request,Request.Clarification,U-Neutral,Substance
2224,"Concerning the experiments of section 4.2, how would the baseline methods of section 4.1 do in this case? Why did you select to study animal vs non-animals sets of classes?",Request,Request.Explanation,U-Neutral,Substance
2225,What would happen if you use random class splits or split animal classes (like in a more realistic scenario)?,Request,Request.Explanation,U-Neutral,Substance
2226,"To conclude, while I find the studied problem quite interesting and intuitions behind the method very reasonable, the current methodology is not very principled and the experiment evaluation did not convince me that such an elaborate strategy is needed.",Structuring,Structuring.Summary,,
2227,Some questions and comments:,Structuring,Structuring.Heading,,
2228,- The setting of including unrelated classes in the unlabeled data resembles transfer learning setting. Could you explain why the ideas from transfer learning are not applicable in your case?,Request,Request.Explanation,U-Neutral,Substance
2229,"- In the training procedure of ""selection network"" of Sections 3.1, do you use the same datapoints to train a ""classification network"" and ""selection network""? If it is the case, how do you insure that the ""classification network"" does not learn to fit the data perfectly and thus all labels s_i are 1?",Request,Request.Explanation,U-Neutral,Substance
2230,"- In the last sentences of the first paragraph on p.2 you make a contrast between using softmax and sigmoid functions, however, normally the difference between them is their use in binary or multiclass classification. Is there anything special that you want to show in you case?",Request,Request.Explanation,U-Neutral,Substance
2231,"- What do you mean in section 3.3 by ""if one class dominates the dataset, the model tends to overfit""?",Request,Request.Explanation,U-Neutral,Substance
2232,- I think parameters of training the networks from the beginning of section 4 could be moved to the supplementary materials.,Request,Request.Edit,U-Neutral,Other
2233,- Figure 3: wouldn't the plot of accuracy vs amount of data be more suitable here?,Request,Request.Explanation,U-Neutral,Clarity
2234,- Synthetic experiments of supplementary materials: the gains of the methods seem to be small. What are the numerical results? What would happen if you allow to select starting point at random (a more realistic case)?,Request,Request.Experiment,U-Neutral,Substance
2235,"- Can you explain the sentence ""To prevent data being added suddenly, no data was added until 5 iterations""?",Request,Request.Explanation,U-Neutral,Substance
2236,- How was it possible to improve the performance in experiment of section 4.2 with 100% of irrelevant classes?,Request,Request.Explanation,U-Neutral,Substance
2237,The paper proposes a method to disentangle latent variables for certain factors of interest in an image by considering the original input image and a transformation of the image where information about the factors of interest is removed.,Fact,Fact,,
2238,The generative process is then modeled by having two latent variables --  the first responsible for generating the transformed image whereas both latent variables are responsible for generating the original input image.,Fact,Fact,,
2239,"This inductive bias naturally enforces that the second latent variable will not model the information which the first needs to reconstruct the transformed image, due to the VAE objective penalizing redundancy in information present in the latents.",Fact,Fact,,
2240,"The paper demonstrates this in one setting where the transformation is random shuffling of image patches, which should remove the global information of the original input image.",Fact,Fact,,
2241,The methodology of the paper was concise and easy to follow.,Evaluative,Evaluative,P-Positive,Clarity
2242,The simple inductive bias presented in the paper for disentangling local and global information is very interesting.,Evaluative,Evaluative,P-Positive,Originality
2243,"It is not obvious that shuffling image patches at a particular scale would lead to complete loss of global information, but the paper does show results on SVHN and CIFAR10 for which global information is sufficiently disentangled.",Evaluative,Evaluative,N-Negative|P-Positive,Clarity|Substance
2244,The results for digit identity clustering were great for showing the correlation between their learnt global information and label information.,Evaluative,Evaluative,P-Positive,Substance
2245,"The paper introduced their model as a general purpose strategy for placing desired information in latent variables using auxiliary tasks, but focus was directed to the global vs local line of analysis.",Fact,Fact,,
2246,"While giving examples for what kind of information can be removed, the authors mentioned that color to gray-scale might be one possibility.",Fact,Fact,,
2247,It would have been interesting to see this and other possibilities explored in the paper.,Request,Request.Experiment,N-Negative,Substance
2248,I feel that the idea deserves a broader analysis beyond just a single choice of disentanglement.,Request,Request.Experiment,N-Negative,Substance
2249,It is mentioned in the paper that having a single inference network for the posterior as opposed to the factorized one is conceivable.,Fact,Fact,,
2250,I would be curious to see an analysis of how that works out as compared to the separate encoders case.,Request,Request.Experiment,N-Negative,Substance
2251,"Overall, the paper has a novel idea which is well motivated and executed in terms of experiments.",Evaluative,Evaluative,P-Positive,Substance|Originality
2299,The paper studies few-host learning in a transductive setting: using meta learning to learn to propagate labels from training samples to test samples.,Structuring,Structuring.Summary,,
2300,"There is nothing strikingly novel in this work, using unlabeled test samples in a transductive way seem to help slightly.",Evaluative,Evaluative,N-Negative,Originality
2301,"However, the paper does cover a setup that I am not aware that was studied before.",Evaluative,Evaluative,P-Positive,Motivation/Impact
2302,"The paper is written clearly, and the experiments seem solid.",Evaluative,Evaluative,P-Positive,Clarity
2304,-- What can be said about how computationally demanding the procedure is? running label propagation within meta learning might be too costly.,Request,Request.Explanation,U-Neutral,Soundness/Correctness
2305,-- It is not clear how the  per-example scalar sigma-i is learned. (for Eq 2),Evaluative,Evaluative,N-Negative,Clarity
2306,-- solving Eq 3 by matrix inversion does not scale. Would be best to also show results using iterative optimization,Request,Request.Edit,N-Negative,Soundness/Correctness
2345,"This paper is about using ""neural stethoscopes"", small complementary neural networks that are added to a main network which with their auxilary loss functions can measure suitability of features or guide the learning process.",Structuring,Structuring.Summary,,
2346,"The idea is incremental to multi-task learning and enable, in a single framework, to validate intermediate features for additional related tasks.",Structuring,Structuring.Summary,,
2347,Moreover it can promote or suppress the correlation of such features to the tasks related to the main one.,Structuring,Structuring.Summary,,
2348,The framework is applied to the task of visual stability prediction of block towers.,Structuring,Structuring.Summary,,
2349,"The paper builds upon Groth et al. 2018, adding the concept of local stability as correlated secondary task, used with the proposed neural stethoscopes.",Structuring,Structuring.Summary,,
2350,"Experiments with an extension of ShapeStacks (Groth et al. 2018) dataset where the local stability is added to the global stability class, show that it is possibile increase the performance using the additional task.",Structuring,Structuring.Summary,,
2351,"Moreover, it is shown that neural stethoscopes can suppress nuisance information when using a biased training dataset where the local and global stability are purposely inversely correlated.",Structuring,Structuring.Summary,,
2353,"+ A very nice paper, well written and easy to read. Figures are helpful and the structure is clear.",Evaluative,Evaluative,P-Positive,Clarity
2354,+ The concept of neural stethoscope is interesting and simplify the concepts behind multitask learning.,Evaluative,Evaluative,P-Positive,Motivation/Impact
2355,"+ Experiments are convincing, interesting and there is some novelty in vision stability prediction.",Evaluative,Evaluative,P-Positive,Substance
2357,"- The novelty is limited related to multitask learning, thus it is an incremental paper.",Evaluative,Evaluative,N-Negative,Motivation/Impact
2372,This paper proposed a framework to incorporate GAN into MAP inference process for general image restoration.,Structuring,Structuring.Summary,,
2373,"First, the motivation of the proposed framework is not convincing for me.",Evaluative,Evaluative,N-Negative,Motivation/Impact
2374,"That is, authors assumed that they have a degradation function F and all the inference process is just based on this known function.",Evaluative,Evaluative,N-Negative,Motivation/Impact
2375,"However, in real world scenarios, it is actually challenging to obtain exact degradation information.",Evaluative,Evaluative,N-Negative,Motivation/Impact
2376,Thus we may only apply the proposed model on a few tasks with exactly known F.,Evaluative,Evaluative,N-Negative,Motivation/Impact
2377,"Second, due to the norm based constraints, authors actually need to optimize a highly nonconvex optimization problem.",Evaluative,Evaluative,N-Negative,Substance
2378,"Moreover, due to the trace based loss function, the computational cost will also be very high.",Evaluative,Evaluative,N-Negative,Substance
2379,"Please notice that standard MAP based methods only need to solve a simple convex optimization model (e.g., TV) and these methods can also be applied for different restoration tasks.",Evaluative,Evaluative,U-Neutral,Substance
2380,"Actually, we only need to specify particular fidelity terms for different tasks.",Fact,Fact,,
2381,"Moreover, very recent works have also successfully incorporate both generative and discriminative network architectures (e.g., [1,2]) into the optimization process.",Evaluative,Evaluative,U-Neutral,Meaningful Comparison
2382,"Therefore, I cannot find any advantage in the proposed method, compared with these existing MAP based image restoration approaches.",Evaluative,Evaluative,N-Negative,Originality
2383,"Finally, the experimental part is also too weak to evaluate the proposed method.",Evaluative,Evaluative,N-Negative,Substance
2384,"As I have mentioned above, actually a lot of methods have been developed to address general image restoration tasks.",Evaluative,Evaluative,N-Negative,Meaningful Comparison
2385,Some works actually also incorporate generative and/or discriminative networks into MAP inference process for these tasks.,Evaluative,Evaluative,N-Negative,Meaningful Comparison
2386,Thus I believe authors must compare their method with these state-of-the-art approaches.,Evaluative,Evaluative,N-Negative,Meaningful Comparison
2387,"Moreover, authors should conduct experiments on state-of-the-art benchmarks, including natural images.",Request,Request.Experiment,N-Negative,Substance
2388,"This is because the digitals images in MNIST do not have rich texture and detail structures, thus are not very challenging for standard image restoration methods.",Request,Request.Experiment,U-Neutral,Substance
2389,"[1]. Kai Zhang, Wangmeng Zuo, Shuhang Gu, Lei Zhang: Learning Deep CNN Denoiser Prior for Image Restoration. CVPR 2017: 2808-2817",Other,Other,,
2390,"[2]. Jiawei Zhang, Jin-shan Pan, Wei-Sheng Lai, Rynson W. H. Lau, Ming-Hsuan Yang: Learning Fully Convolutional Networks for Iterative Non-blind Deconvolution. CVPR 2017: 6969-6977",Other,Other,,
2391,This paper provides a new dynamic perspective on deep neural network.,Structuring,Structuring.Summary,,
2392,"Based on Gaussian weights and biases, the paper investigates the evolution of the covariance matrix along with the layers.",Structuring,Structuring.Summary,,
2393,"Eventually the matrices achieve a stationary point, i.e., fixed point of the dynamic system.",Structuring,Structuring.Summary,,
2394,Local performance around the fixed point is explored.,Structuring,Structuring.Summary,,
2395,Extensions are provided to include the batch normalization.,Structuring,Structuring.Summary,,
2396,I believe this paper may stimulate some interesting ideas for other researchers.,Evaluative,Evaluative,P-Positive,Motivation/Impact
2397,Two technical questions:,Structuring,Structuring.Heading,,
2398,"1. When the layers tends to infinity, the covariance matrix reaches stationary (fixed) point.",Fact,Fact,,
2399,How to understand this phenomenon? Does this mean that the distribution of the layer outputs will not change too much if the layer is deep enough?,Request,Request.Explanation,N-Negative,Clarity
2400,"This somewhat conflicts the commonsense of ""the deeper the better?""",Evaluative,Evaluative,N-Negative,Soundness/Correctness
2401,"2. Typos: the weight matrix in the end of page 2 should be N_l times N_{l-1}. Also, the x_i's in the first line of page 3 should be bold.",Request,Request.Edit,N-Negative,Soundness/Correctness
2402,This paper investigates the effect of the batch normalization in DNN learning.,Structuring,Structuring.Summary,,
2403,The mean field theory in statistical mechanics was employed to analyze the,Structuring,Structuring.Summary,,
2404,progress of variance matrices between layers.,,,,
2405,"As the results, the batch normalization itself is found to be the cause of gradient explosion.",Structuring,Structuring.Summary,,
